Company	Sales	Employees	Capital	Intangibles	Cost of Goods	Labor Exp.	Ad. Exp.	Research
1.730000000e+002	7.793450000e+002	8.800000000e+000	2.206700000e+001	3.370000000e+000	6.784258000e+002	2.291270000e+002	4.688100000e+001	4.288000000e+000
1.740000000e+002	7.217600000e+001	1.300000000e+000	2.521000000e+000	2.959000000e+001	5.096500000e+001	2.482900000e+001	2.894000000e+000	3.370000000e+000
1.750000000e+002	3.248007600e+003	3.606200000e+001	2.636167000e+002	1.944600000e+001	2.710345500e+003	9.743379000e+002	1.010000000e+001	2.959000000e+001
1.760000000e+002	9.211270000e+002	1.265900000e+001	6.733400000e+001	1.052500000e+001	7.710059000e+002	2.354200000e+001	2.280100000e+001	1.573520000e+002
1.770000000e+002	7.119827000e+002	1.251200000e+001	1.333850000e+002	4.507900000e+001	6.538069000e+002	3.514700000e+002	2.300000000e+000	4.507900000e+001
1.780000000e+002	7.241100000e+001	1.025000000e+000	1.240000000e+000	4.200000000e+001	6.008200000e+001	9.300000000e+001	1.800000000e+001	4.200000000e+001
1.790000000e+002	2.975686000e+002	4.152000000e+000	2.094200000e+001	8.990000000e-001	2.487160000e+002	1.231000000e+002	3.100000000e+000	3.110000000e+001
1.800000000e+002	6.778489000e+002	6.070000000e+000	1.700500000e+001	3.110000000e+001	6.133047000e+002	1.692570000e+002	8.100000000e+000	2.209000000e+000
1.810000000e+002	5.826238000e+002	1.400000000e+000	2.502900000e+001	2.209000000e+000	4.743450000e+002	6.686700000e+001	1.139000000e+000	2.700000000e+001
1.820000000e+002	3.750410900e+003	3.817000000e+001	1.208280000e+002	2.700000000e+001	3.240788600e+003	1.132621600e+003	5.800000000e+000	3.300000000e+001
1.830000000e+002	8.880700000e+001	2.333000000e+000	9.732000000e+000	7.211000000e+000	6.665400000e+001	5.955000000e+001	1.602700000e+001	5.289000000e+000
1.840000000e+002	3.069397000e+002	2.800000000e+000	3.158800000e+001	3.300000000e+001	2.204980000e+002	2.590000000e+000	8.700000000e+000	1.450000000e+001
1.850000000e+002	3.317366000e+002	5.200000000e+000	6.600000000e+000	1.102500000e+001	2.953848000e+002	1.098400000e+001	4.000000000e+000	1.849300000e+001
1.860000000e+002	5.469500000e+002	8.900000000e+000	2.352300000e+001	5.289000000e+000	4.390479000e+002	1.600100000e+001	2.100000000e+000	1.805600000e+001
1.870000000e+002	7.591000000e+000	3.060000000e+001	1.450000000e+001	5.048000000e+000	5.066900000e+001	5.000000000e+000	2.632500000e+001
1.880000000e+002	3.479457300e+003	4.139400000e+001	1.703720000e+002	1.849300000e+001	3.100539100e+003	1.177599900e+003	1.576000000e+000	1.505000000e+001
1.890000000e+002	4.856138000e+002	6.658000000e+000	5.867500000e+001	3.525000000e+000	3.353318000e+002	4.200000000e+001	9.300000000e+001	1.432000000e+000
1.900000000e+002	1.232280000e+002	2.045000000e+000	1.060500000e+001	5.255000000e+000	9.666300000e+001	2.090000000e+001	6.686700000e+001	1.260000000e+001
1.910000000e+002	4.482327000e+002	4.650000000e+000	2.048000000e+001	1.111100000e+000	4.028457000e+002	4.028400000e+002	7.701010000e+001	2.224260000e+001
1.920000000e+002	1.007820000e+002	1.703000000e+000	2.443000000e+000	1.680000000e+000	8.879600000e+001	4.000000000e+000	2.100000000e+001	2.830320000e+001
1.930000000e+002	1.657970000e+002	4.766000000e+000	3.279000000e+000	8.800030000e+001	1.201080000e+002	2.000000000e+000	4.000800000e+000	1.820220000e+001
1.940000000e+002	2.748440000e+002	3.550000000e+000	2.179000000e+001	2.953000000e+000	2.131860000e+002	3.000000000e+000	3.752100000e+000	2.426280000e+001
1.950000000e+002	1.104950000e+004	1.668480000e+002	6.677998000e+002	5.550000000e+001	9.955398400e+003	4.485195300e+003	2.200070000e+001	5.250000000e+001
1.960000000e+002	1.154847700e+003	1.441900000e+001	3.223600000e+001	4.080000000e+000	1.037472700e+003	4.244556000e+002	2.112340000e+001	3.032340000e+001
1.970000000e+002	5.787107000e+002	1.149200000e+001	2.630000000e+001	8.014100000e+000	4.338230000e+002	1.011100000e+000	1.234560000e+001	5.330000000e+000
1.980000000e+002	1.245440000e+002	1.800000000e+000	4.628000000e+000	1.985000000e+000	1.015300000e+002	2.366300000e+001	7.891010000e+001	3.638400000e+001
1.990000000e+002	3.711202900e+003	6.340000000e+001	3.033838000e+002	4.572000000e+000	2.729928000e+003	2.202220000e+001	9.101110000e+001	3.300000000e+001
2.000000000e+002	1.248600000e+002	2.000000000e+000	5.224000000e+000	2.320000000e+000	7.977700000e+001	5.100000000e+001	2.131410000e+001	2.650000000e+000
2.010000000e+002	2.466000000e+003	2.686500000e+001	1.617000000e+002	2.020200000e+000	2.028799600e+003	1.840210000e+001	3.200000000e+000	1.490000000e+001
2.020000000e+002	2.829299100e+003	3.620000000e+001	1.568000000e+002	2.710000000e+001	2.261000000e+003	9.302000000e+002	5.116170000e+001	2.520000000e+001
2.030000000e+002	8.148196000e+002	1.480000000e+001	4.855200000e+001	1.601110000e+001	6.229507000e+002	2.049000000e+002	1.819200000e+001	1.415000000e+000
2.040000000e+002	4.051799600e+003	4.600000000e+001	3.495999000e+002	2.600000000e+000	3.036599900e+003	1.215299600e+003	2.122230000e+001	5.660000000e+001
2.050000000e+002	6.703900000e+001	2.800000000e+001	3.501000000e+000	2.517000000e+000	5.490700000e+001	6.656200000e+001	2.425260000e+001	4.244460000e+001
2.060000000e+002	2.405670000e+002	4.000000000e+000	5.567000000e+000	1.322000000e+000	1.841350000e+002	6.169000000e+001	2.586000000e+000	3.047000000e+000
2.070000000e+002	4.521400000e+001	2.000000000e+000	1.411000000e+000	1.810100000e+001	3.809700000e+001	6.232010000e+001	2.728290000e+001	4.850520000e+001
2.080000000e+002	6.995200000e+001	8.100000000e+001	3.333330000e+001	8.003300000e+000	6.545700000e+001	5.233020000e+001	3.031320000e+001	5.456580000e+001
2.090000000e+002	5.454900000e+001	1.127000000e+000	1.772000000e+000	1.772000000e+001	4.259900000e+001	4.244440000e+001	3.334350000e+001	6.062640000e+001
2.100000000e+002	3.174480000e+002	5.784000000e+000	1.266500000e+001	1.103300000e+001	2.541990000e+002	8.010100000e+001	3.637380000e+001	6.668700000e+001
2.110000000e+002	8.479927000e+002	2.400000000e+001	8.502400000e+001	1.979300000e+001	6.649578000e+002	3.410210000e+001	3.940410000e+001	1.040000000e+001
2.120000000e+002	4.679546000e+002	4.845000000e+000	1.316500000e+001	2.381000000e+000	4.005806000e+002	4.099900000e+000	4.243440000e+001	1.001100000e+000
2.130000000e+002	1.266750000e+002	1.400070000e+001	7.749000000e+000	1.414410000e+001	1.096830000e+002	5.064100000e+001	4.546470000e+001	1.002200000e+000
2.140000000e+002	8.572900000e+001	4.900000000e+001	2.161000000e+000	4.949490000e+001	7.284000000e+001	9.990100000e+000	4.849800000e+001	1.003300000e+000
2.150000000e+002	6.807666000e+002	8.220000000e+000	1.923400000e+001	7.778780000e+001	5.788528000e+002	9.817500000e+000	5.152530000e+001	1.309000000e+000
2.160000000e+002	2.113230000e+002	1.567000000e+000	4.835000000e+000	1.561800000e+001	1.714130000e+002	6.500000000e+001	5.455560000e+001	1.820100000e+000
2.170000000e+002	2.543030000e+002	3.100000000e+000	2.762000000e+000	2.357000000e+000	2.058410000e+002	4.243810000e+001	5.758590000e+001	2.088000000e+000
2.180000000e+002	1.396810800e+003	2.941600000e+001	7.998200000e+001	2.826260000e+001	1.000288600e+003	3.810700000e+000	1.615800000e+001	3.451000000e+000
2.190000000e+002	3.981000000e+003	5.290000000e+001	1.883000000e+002	7.030000000e+001	3.120599900e+003	1.085799600e+003	7.580000000e+001	3.750000000e+001
2.200000000e+002	3.943099000e+003	5.653200000e+001	2.595000000e+002	4.990000000e+001	3.352300800e+003	1.275700200e+003	6.061620000e+001	4.230000000e+001
2.210000000e+002	1.260234900e+003	1.728800000e+001	1.030320000e+002	1.148100000e+001	1.055943600e+003	1.200000000e+001	6.364650000e+001	2.113300000e+000
2.220000000e+002	9.732527000e+002	9.885000000e+000	2.545300000e+001	5.558000000e+000	8.487227000e+002	4.087700000e+000	6.667680000e+001	3.321000000e+000
2.230000000e+002	1.990600000e+001	1.800020000e+001	5.666600000e+000	1.410000000e+000	1.651700000e+001	3.387600000e+000	6.970710000e+001	4.224200000e+000
2.240000000e+002	6.682600000e+001	1.320000000e+000	6.111000000e+000	8.813880000e+001	4.894800000e+001	4.522200000e+000	7.273740000e+001	5.610000000e+000
2.250000000e+002	1.787460000e+002	2.198000000e+000	5.543000000e+000	1.380000000e+002	1.385690000e+002	4.343500000e+001	7.576770000e+001	6.215500000e+000
2.260000000e+002	2.675100000e+001	1.056000000e+000	8.888800000e+000	2.110113000e+002	1.799300000e+001	1.811110000e+001	7.879800000e+001	7.210200000e+000
2.270000000e+002	2.057500000e+001	4.311110000e+001	7.777700000e+000	8.210030000e+001	1.397200000e+001	1.422220000e+001	8.182830000e+001	8.971200000e+000
2.280000000e+002	5.159600000e+001	1.852160000e+001	1.694000000e+000	1.162000000e+000	3.881900000e+001	8.899220000e+001	8.100770000e+001	2.426010000e+001
2.290000000e+002	1.061150000e+002	2.600000000e+000	4.685000000e+000	9.921000000e+000	6.405000000e+001	1.242430000e+001	7.702220000e+001	2.328100000e+001
2.300000000e+002	8.516000000e+000	1.424210000e+001	1.208180000e+001	1.214020000e+001	5.950000000e+000	7.824600000e+000	2.244430000e+001	2.485880000e+001
2.310000000e+002	3.088916000e+002	5.700000000e+000	1.583700000e+001	1.314020000e+001	1.447340000e+002	4.244440000e+001	4.788770000e+001	2.706000000e+000
2.320000000e+002	7.538069000e+002	1.687500000e+001	3.746200000e+001	3.621000000e+000	4.911160000e+002	2.100050000e+002	1.643700000e+001	4.934000000e+000
2.330000000e+002	4.129600000e+001	1.108000000e+000	2.582000000e+000	1.212130000e+001	2.813200000e+001	8.181180000e+001	1.254560000e+001	2.452930000e+001
2.340000000e+002	1.456840000e+002	3.419000000e+000	1.332500000e+001	1.008700000e+000	1.051630000e+002	5.171000000e+001	5.181960000e+001	1.848000000e+000
2.350000000e+002	5.131310000e+001	1.000000000e+000	1.570000000e+000	8.002500000e+000	3.597300000e+001	4.344000000e+001	2.142310000e+001	5.960850000e+001
2.360000000e+002	2.140700000e+001	1.253580000e+001	1.878420000e+001	5.555400000e+000	1.295500000e+001	1.288880000e+001	3.782860000e+001	6.488210000e+001
2.370000000e+002	5.856597000e+002	8.200000000e+000	5.605300000e+001	8.099600000e+001	3.598350000e+002	7.799990000e+001	1.369200000e+001	8.961000000e+000
2.380000000e+002	5.167239000e+002	1.030000000e+001	1.793200000e+001	9.361000000e+000	3.764170000e+002	1.100700000e+000	5.667000000e+000	5.600000000e+000
2.390000000e+002	3.168147000e+002	7.000000000e+000	3.936000000e+000	1.213140000e+001	2.672456000e+002	2.000800000e+000	8.686860000e+001	7.676860000e+001
2.400000000e+002	5.097000000e+002	1.000000000e+001	2.703600000e+001	1.516170000e+001	3.753457000e+002	1.799240000e+002	8.586860000e+001	3.608000000e+000
2.410000000e+002	3.413887000e+002	7.127000000e+000	7.157000000e+000	8.181900000e+000	2.876907000e+002	9.000700000e+000	8.688880000e+001	8.677950000e+001
2.420000000e+002	3.306600000e+001	1.087200000e+000	1.954000000e+000	9.202100000e+000	2.407200000e+001	1.272100000e+001	8.311110000e+001	9.595940000e+001
2.430000000e+002	2.005920000e+002	4.000000000e+000	5.332000000e+000	2.002900000e+001	1.535480000e+002	7.666000000e+000	8.222220000e+001	9.493880000e+001
2.440000000e+002	1.845810000e+002	4.050000000e+000	7.278000000e+000	1.035700000e+001	1.427160000e+002	8.777000000e+000	2.266650000e+001	1.079000000e+000
2.450000000e+002	2.177520000e+002	4.088000000e+000	7.384000000e+000	1.011460000e+001	1.791020000e+002	7.839100000e+001	4.466210000e+001	8.990120000e+001
2.460000000e+002	3.868118000e+002	7.404000000e+000	1.848800000e+001	4.712130000e+001	3.025586000e+002	2.999000000e+000	1.817160000e+001	3.862000000e+000
2.470000000e+002	6.915300000e+001	1.212120000e+001	1.619000000e+000	4.814150000e+001	5.443100000e+001	1.134100000e+001	1.514130000e+001	1.381250000e+001
2.480000000e+002	8.146500000e+001	1.622000000e+000	4.189000000e+000	1.649500000e+001	7.050800000e+001	4.455500000e+000	1.211100000e+001	4.785520000e+001
2.490000000e+002	3.295518000e+002	6.004000000e+000	1.225200000e+001	8.054000000e+000	2.696377000e+002	1.214170000e+001	9.876500000e+000	5.191850000e+001
2.500000000e+002	3.638700000e+001	1.330000000e+002	1.272460000e+001	5.153550000e+001	2.776900000e+001	2.182830000e+001	4.321000000e+000	5.433210000e+001
2.510000000e+002	3.447937000e+002	7.500000000e+000	2.474000000e+001	5.759820000e+001	2.050610000e+002	9.293950000e+001	8.123400000e+000	4.820000000e+000
2.520000000e+002	2.280300000e+001	8.410000000e+001	2.106000000e+000	8.349520000e+001	1.068300000e+001	9.698990000e+001	5.678800000e+000	4.383880000e+001
2.530000000e+002	1.963030000e+002	5.466000000e+000	5.973000000e+000	9.992420000e+001	1.421520000e+002	9.792940000e+001	1.245820000e+001	2.271000000e+000
2.540000000e+002	3.156600000e+001	1.371240000e+001	8.126400000e+000	1.011150000e+001	2.237500000e+001	9.500920000e+001	1.452200000e+001	6.672740000e+001
2.550000000e+002	1.088580000e+002	1.700000000e+000	1.287000000e+000	9.244450000e+001	4.591300000e+001	9.266660000e+001	1.433000000e+000	5.354220000e+001
2.560000000e+002	8.362600000e+001	1.232000000e+000	4.122000000e+000	5.566770000e+001	4.509500000e+001	9.255550000e+001	1.356200000e+001	2.256730000e+001
2.570000000e+002	3.908726000e+002	6.166000000e+000	1.733100000e+001	4.058800000e+001	2.968577000e+002	5.821300000e+001	1.800000000e+001	1.000000000e+001
2.580000000e+002	3.639839000e+002	7.016000000e+000	1.127000000e+001	1.156100000e+001	2.346320000e+002	2.731000000e+000	6.486000000e+000	8.600000000e+001
2.590000000e+002	5.226200000e+001	4.420000000e-001	5.103000000e+000	1.150000000e+000	4.351100000e+001	1.214400000e+001	4.407000000e+001	1.600000000e+001
2.600000000e+002	2.286110000e+002	5.650000000e+000	1.837000000e+000	4.156000000e+001	1.614700000e+002	2.054000000e+001	1.494600000e+001	3.073000000e+000
2.610000000e+002	6.082500000e+001	1.500000000e+000	1.491000000e+000	4.531000000e+001	4.168200000e+001	1.897000000e+000	1.659000000e+000	3.073000000e+001
2.620000000e+002	1.668900000e+001	4.050000000e+001	5.760000000e+001	9.854000000e+000	9.845000000e+000	1.837000000e+001	3.520200000e+001	6.353000000e+001
2.630000000e+002	3.982900000e+001	6.210000000e+001	3.990000000e+000	1.561000000e+000	3.265800000e+001	4.908000000e+000	9.253000000e+000	3.000000000e+001
2.640000000e+002	2.890200000e+001	9.340000000e+001	1.104000000e+000	3.650000000e+001	2.314100000e+001	2.590000000e+000	1.836500000e+001	1.000000000e+001
2.650000000e+002	8.741000000e+000	2.700000000e+001	5.560000000e+001	3.214000000e+001	6.370000000e+000	5.931000000e+001	2.766000000e+001	5.666600000e+001
2.660000000e+002	6.194460000e+001	7.000000000e+000	3.504700000e+001	4.320000000e+001	4.323777000e+002	1.606660000e+002	1.920200000e+001	6.353000000e+000
								
